id,source,title,year,venue,doi,url,pdf_url,citations,authors
http://arxiv.org/abs/2305.18302v2,arxiv,What We Know So Far: Artificial Intelligence in African Healthcare,2023,arXiv,,http://arxiv.org/abs/2305.18302v2,http://arxiv.org/pdf/2305.18302v2,,Naome Etori; Ebasa Temesgen; Maria Gini
http://arxiv.org/abs/2406.10121v1,arxiv,"Data Ethics in the Era of Healthcare Artificial Intelligence in Africa:
  An Ubuntu Philosophy Perspective",2024,arXiv,,http://arxiv.org/abs/2406.10121v1,http://arxiv.org/pdf/2406.10121v1,,Abdoul Jalil Djiberou Mahamadou; Aloysius Ochasi; Russ B. Altman
http://arxiv.org/abs/2406.10653v1,arxiv,Justice in Healthcare Artificial Intelligence in Africa,2024,arXiv,,http://arxiv.org/abs/2406.10653v1,http://arxiv.org/pdf/2406.10653v1,,Aloysius Ochasi; Abdoul Jalil Djiberou Mahamadou; Russ B. Altman
http://arxiv.org/abs/2410.00366v1,arxiv,"Easydiagnos: a framework for accurate feature selection for automatic
  diagnosis in smart healthcare",2024,arXiv,,http://arxiv.org/abs/2410.00366v1,http://arxiv.org/pdf/2410.00366v1,,Prasenjit Maji; Amit Kumar Mondal; Hemanta Kumar Mondal; Saraju P. Mohanty
http://arxiv.org/abs/2210.07065v1,arxiv,"Advancing the cybersecurity of the healthcare system with
  self-optimising and self-adaptative artificial intelligence (part 2)",2022,arXiv,,http://arxiv.org/abs/2210.07065v1,http://arxiv.org/pdf/2210.07065v1,,Petar Radanliev; David De Roure
http://arxiv.org/abs/2107.13454v1,arxiv,Artificial Intelligence in Healthcare: Lost In Translation?,2021,arXiv,,http://arxiv.org/abs/2107.13454v1,http://arxiv.org/pdf/2107.13454v1,,Vince I. Madai; David C. Higgins
http://arxiv.org/abs/2305.09209v1,arxiv,"Trustworthy Privacy-preserving Hierarchical Ensemble and Federated
  Learning in Healthcare 4.0 with Blockchain",2023,arXiv,,http://arxiv.org/abs/2305.09209v1,http://arxiv.org/pdf/2305.09209v1,,Veronika Stephanie; Ibrahim Khalil; Mohammed Atiquzzaman; Xun Yi
http://arxiv.org/abs/2408.12880v1,arxiv,"Has Multimodal Learning Delivered Universal Intelligence in Healthcare?
  A Comprehensive Survey",2024,arXiv,,http://arxiv.org/abs/2408.12880v1,http://arxiv.org/pdf/2408.12880v1,,Qika Lin; Yifan Zhu; Xin Mei; Ling Huang; Jingying Ma; Kai He; Zhen Peng; Erik Cambria; Mengling Feng
10.1016/j.artmed.2024.102861,crossref,Challenges and strategies for wide-scale artificial intelligence (AI) deployment in healthcare practices: A perspective for healthcare organizations,2024,Artificial Intelligence in Medicine,10.1016/j.artmed.2024.102861,https://doi.org/10.1016/j.artmed.2024.102861,,,Pouyan Esmaeilzadeh
http://arxiv.org/abs/2409.07415v2,arxiv,SoK: Security and Privacy Risks of Healthcare AI,2024,arXiv,,http://arxiv.org/abs/2409.07415v2,http://arxiv.org/pdf/2409.07415v2,,Yuanhaur Chang; Han Liu; Chenyang Lu; Ning Zhang
http://arxiv.org/abs/2209.05457v1,arxiv,"Reliable and Resilient AI and IoT-based Personalised Healthcare
  Services: A Survey",2022,arXiv,,http://arxiv.org/abs/2209.05457v1,http://arxiv.org/pdf/2209.05457v1,,Najma Taimoor; Semeen Rehman
http://arxiv.org/abs/2311.00842v1,arxiv,"healthAIChain: Improving security and safety using Blockchain Technology
  applications in AI-based healthcare systems",2023,arXiv,,http://arxiv.org/abs/2311.00842v1,http://arxiv.org/pdf/2311.00842v1,,Naresh Kshetri; James Hutson; Revathy G
http://arxiv.org/abs/2211.06346v1,arxiv,AI Ethics in Smart Healthcare,2022,arXiv,,http://arxiv.org/abs/2211.06346v1,http://arxiv.org/pdf/2211.06346v1,,Sudeep Pasricha
http://arxiv.org/abs/2103.12144v1,arxiv,Edge Intelligence for Empowering IoT-based Healthcare Systems,2021,arXiv,,http://arxiv.org/abs/2103.12144v1,http://arxiv.org/pdf/2103.12144v1,,Vahideh Hayyolalam; Moayad Aloqaily; Oznur Ozkasap; Mohsen Guizani
http://arxiv.org/abs/2304.00524v2,arxiv,"A Survey on Federated Learning for the Healthcare Metaverse: Concepts,
  Applications, Challenges, and Future Directions",2023,arXiv,,http://arxiv.org/abs/2304.00524v2,http://arxiv.org/pdf/2304.00524v2,,Ali Kashif Bashir; Nancy Victor; Sweta Bhattacharya; Thien Huynh-The; Rajeswari Chengoden; Gokul Yenduri; Praveen Kumar Reddy Maddikunta; Quoc-Viet Pham; Thippa Reddy Gadekallu; Madhusanka Liyanage
